Env,Rep,Block,Genotype,Female,Male,PED,PHT,EHT,LAE,LAT,LATP,LAI,DTA,DTS,ASI,SDL,SDU,TW,TSL,TBN,KW,KL,KD,KS,KPP,CAN,ZIP,SC,PBP,LDR,LDS,EL,FILL,STG,EW,ERW,KRW,TWA,IPY,TGY
MF400,3,12,27,MOB-C1-007-SSD-006,MOB-C1-036-DH-008,MOB-C1-007-SSD-006 X MOB-C1-036-DH-008,193,97,708,3699.37,99204.18,4.368789492,68,72,4,18.624,7.55,2,35.12,10.4,69.5,102,45,319005,403.48,67,10,96,18.75,3.13,1.04,123.8,109.6,4,42,15.4,26.2, ,0.018321094,2163.959702
MF400,1,6,28,MOB-C1-007-SSD-002,MOB-C1-061-DH-001,MOB-C1-007-SSD-002 X MOB-C1-061-DH-001,182,95,640.72,3347.81,113342.46,3.830060181,71,74,3,18.342,6.91,3.14,34.68,10.6,67.5,104.5,46,324472.5,586.5,71,0,93,6.45,0,1.08,161.5,130.3333333,8,41.33333333,17,34.5, ,0.015556082,1779.957847
MF400,2,12,28,MOB-C1-007-SSD-002,MOB-C1-061-DH-001,MOB-C1-007-SSD-002 X MOB-C1-061-DH-001,182,83,638.24,3334.89,120363.59,3.692201758,70,72,2,18.142,8.013333333,2.8,40.1,9.75,72,97.5,54,379080,371.56,67,68,90,23.33,0,0,153.6,113,8,39,14.66666667,25.33333333, ,0.014799278,1638.738258
MF400,3,18,28,MOB-C1-007-SSD-002,MOB-C1-061-DH-001,MOB-C1-007-SSD-002 X MOB-C1-061-DH-001,185,102,622.73,3253.81,76222.57,3.962682587,72,74,2,17.213,8.296666667,2.78,37.2,10.6,75.5,107,46.5,375650.25,488,67,2,99,19.19,0,1.01,171.4,146,7,46.4,16,30.5, ,0.020533075,2501.011711
MF400,1,10,29,MOB-C1-007-SSD-024,MOB-C1-035-SSD-030,MOB-C1-007-SSD-024 X MOB-C1-035-SSD-030,166,85,500.12,2613.16,24651.89,3.053877142,62,66,4,18.446,7.526666667,2.46,34.4,10.8,69,108,45,335340,265.5,65,26,95,9.47,0,2.11,107.8,75.4,8,41,14.75,18,57.23668639,0.046555537,5441.535821
MF400,2,13,29,MOB-C1-007-SSD-024,MOB-C1-035-SSD-030,MOB-C1-007-SSD-024 X MOB-C1-035-SSD-030,171,87,468.57,2448.33,28325.37,2.831124457,64,67,3,18.435,7.77,2.48,37.04,9.2,73,109,44,350108,366,69,36,94,8.51,0,0,124.2,101.2,3,43,15,24.4,55.79739645,0.041702009,4822.934588
MF400,3,13,29,MOB-C1-007-SSD-024,MOB-C1-035-SSD-030,MOB-C1-007-SSD-024 X MOB-C1-035-SSD-030,165,93,486.44,2541.7,30619.31,3.095430822,60,65,5,17.536,8.82,2.22,35.02,11.2,72.5,103.5,45.5,341420.63,340.48,64,52,99,9.09,0,2.02,121.4,107,1,42,15.2,22.4,55.95976331,0.043350045,5280.21119
MF400,1,7,30,MOB-C1-007-SSD-016,MOB-C1-035-SSD-020,MOB-C1-007-SSD-016 X MOB-C1-035-SSD-020,155,70,513.41,2682.64,79813.82,3.13507097,66,72,6,18.756,9.45,2.58,36.46,11,76,99.5,57.5,434815,240,67,28,95,42.11,0,0,111.6666667,93.66666667,7,36.66666667,13.33333333,18, ,0.017649977,2062.97658
MF400,2,3,30,MOB-C1-007-SSD-016,MOB-C1-035-SSD-020,MOB-C1-007-SSD-016 X MOB-C1-035-SSD-020,190,84,468.68,2448.9,51380.75,2.952290745,64,69,5,19.901,9.356666667,2.94,38.52,10.4,74,101,47,351278,272.8,63,22,98,19.39,0,2.04,99.6,84.6,7,38.2,12.4,22, ,0.023820983,2872.184264
MF400,3,3,30,MOB-C1-007-SSD-016,MOB-C1-035-SSD-020,MOB-C1-007-SSD-016 X MOB-C1-035-SSD-020,181,98,641.39,3351.33,30454.32,3.875311939,64,67,3,19.584,7.913333333,2.1,33.62,12,80,102,50.5,412080,314.6,64,56,94,7.45,0,1.06,118.2,103.8,6,40.6,13,24.2, ,0.03769552,4359.574869
MF400,1,7,31,MOB-C1-007-SSD-010,MOB-C1-036-DH-010,MOB-C1-007-SSD-010 X MOB-C1-036-DH-010,165,72,563.22,2942.88,59671.79,3.439206887,68,73,5,19.023,9.086666667,2.82,40.56,8.8,80.5,105,54.5,460661.25,294,66,13,95,12.63,3.16,1.05,155.6666667,114.3333333,7,43,14,21,52.84674839,0.022837215,2669.274786
MF400,2,16,31,MOB-C1-007-SSD-010,MOB-C1-036-DH-010,MOB-C1-007-SSD-010 X MOB-C1-036-DH-010,178,90,498.96,2607.13,30782.9,3.143050336,66,70,4,20.638,7.52,2.58,40.1,12.2,75,95.5,57.5,411843.75,304,65,10,98,2.04,0,6.12,142,107,6,39,15.2,20,56.06059172,0.036450371,4394.95645
MF400,3,19,31,MOB-C1-007-SSD-010,MOB-C1-036-DH-010,MOB-C1-007-SSD-010 X MOB-C1-036-DH-010,157,85,687.9,3594.36,52132.97,4.2005644,63,71,8,19.833,7.786666667,2.52,41.02,10.4,72.5,102,57.5,425212.5,348.75,64,0,95,24.21,0,0,142,106.2,5,41.6,15,23.25, ,0.032255473,3770.106073
MF400,1,11,32,MOB-C1-007-SSD-005,MOB-C1-061-DH-002,MOB-C1-007-SSD-005 X MOB-C1-061-DH-002,167,70,520.05,2717.33,134328.9,3.008479261,68,74,6,19.106,7.39,3.32,41.62,14.8,76,87.5,56.5,375725, ,73, ,90,33.33,0,2.22, , ,7,34.33333333, , , ,0.010295402,1140.019698
MF400,2,12,32,MOB-C1-007-SSD-005,MOB-C1-061-DH-002,MOB-C1-007-SSD-005 X MOB-C1-061-DH-002,194,90,549.96,2873.58,80236.04,3.393566252,66,71,5,17.284,7.53,2.7,38.53,16,68.5,109,54.5,406924.25,218.04,66,66,96,13.54,0,2.08,116.2,91,5,40.2,13.8,15.8, ,0.019456809,2298.102509
MF400,3,17,32,MOB-C1-007-SSD-005,MOB-C1-061-DH-002,MOB-C1-007-SSD-005 X MOB-C1-061-DH-002,209,92,508.69,2657.96,33604.09,3.400503042,68,72,4,17.098,7.366666667,2.7,38.84,12.6,68.5,106.5,45,328286.25,344.52,66,16,104,3.85,0,1.92,119,99.4,5,43.4,17.4,19.8, ,0.028972973,3707.259157
MF400,1,18,33,MOB-C1-010-DH-001,MOB-C1-035-SSD-024,MOB-C1-010-DH-001 X MOB-C1-035-SSD-024,185,90,661.52,3456.49,30120.25,4.20952035,63,67,4,17.426,10.2,3.82,38.9,15.6,71,109,45.5,352124.5,476.8,65,28,99,27.27,0,8.08,147.8,129.6,4,43.2,16,29.8,57.32118343,0.054146478,6595.260461
MF400,2,16,33,MOB-C1-010-DH-001,MOB-C1-035-SSD-024,MOB-C1-010-DH-001 X MOB-C1-035-SSD-024,177,87,717.49,3748.97,33905.27,4.704079687,63,67,4,18.462,9.846666667,2.97,41.07,9.33,67,110.5,43,318350.5,455.52,67,34,102,19.61,0,10.78,151,133.4,4,42.4,14.6,31.2,56.9183432,0.048671162,6107.991541
MF400,3,7,33,MOB-C1-010-DH-001,MOB-C1-035-SSD-024,MOB-C1-010-DH-001 X MOB-C1-035-SSD-024,170,96,755.86,3949.44,32947.14,4.615530197,61,63,2,16.804,7.96,3.4,43.48,9.6,67,111.5,46,343643,534.4,63,0,95,18.95,0,1.05,162.4,138,2,43.4,16,33.4,58.1235503,0.056652776,6621.728045
MF400,1,11,34,MOB-C1-010-DH-003,MOB-C1-061-SSD-013,MOB-C1-010-DH-003 X MOB-C1-061-SSD-013,161,68,488.22,2551.02,22851.01,3.012634136,64,67,3,16.73,8.4,1.14,34.4,7.8,70,109,41,312830,279.36,66,20,96,11.46,0,2.08,102.2,85.6,3,41.4,14.4,19.4,59.75624834,0.05695759,6727.432969
MF400,2,7,34,MOB-C1-010-DH-003,MOB-C1-061-SSD-013,MOB-C1-010-DH-003 X MOB-C1-061-SSD-013,171,90,461.7,2412.43,37273.62,2.878645841,64,67,3,19.608,8.88,1.6,33.9,8.6,70.5,113,44,350526,343.13,66,64,97,16.49,0,1.03,94.2,76.8,2,42.2,15.25,22.5,56.76213018,0.032378469,3864.155437
MF400,3,18,34,MOB-C1-010-DH-003,MOB-C1-061-SSD-013,MOB-C1-010-DH-003 X MOB-C1-061-SSD-013,175,105,565.79,2956.29,33538.97,3.563981266,67,70,3,20.202,7.59,1.54,32.54,9.2,70,131,39.5,362215,385.12,67,20,98,9.18,2.04,2.04,115,98.6,2,46.8,16.6,23.2,54.64307692,0.043646223,5262.586946
MF400,1,4,35,MOB-C1-007-SSD-029,MOB-C1-061-SSD-010,MOB-C1-007-SSD-029 X MOB-C1-061-SSD-010,180,92,536.48,2803.14,29388.7,3.310386475,65,68,3,17.96,9.046666667,1.4,32.25,9,73.5,109.5,45.5,366195.38,348.48,65,44,96,5.21,0,0,130.2,109.4,6,42.6,14.4,24.2, ,0.044608795,5268.879484
MF400,2,10,35,MOB-C1-007-SSD-029,MOB-C1-061-SSD-010,MOB-C1-007-SSD-029 X MOB-C1-061-SSD-010,189,89,558.31,2917.24,28401,3.409245163,66,70,4,19.571,7.796666667,1.86,35.76,9,77,98.5,52,394394,320.63,65,62,95,3.16,0,5.26,129.6,108,4,36.8,13.5,23.75,56.06698225,0.049035075,5731.350777
MF400,3,17,35,MOB-C1-007-SSD-029,MOB-C1-061-SSD-010,MOB-C1-007-SSD-029 X MOB-C1-061-SSD-010,166,75,583.5,3048.83,21559.97,3.52551739,62,68,6,17.421,8.663333333,1.8,35.54,11.4,69,111.5,47.5,365441.25,355,66,8,94,0,0,0,138.6,120,3,40,14.2,25,56.62698225,0.062767709,7259.232018
MF400,1,15,36,MOB-C1-010-DH-001,MOB-C1-061-SSD-015,MOB-C1-010-DH-001 X MOB-C1-061-SSD-015,155,90,545.31,2849.3,43489.99,3.329842526,67,71,4,15.932,10.00666667,2.64,43.2,12.4,78,99,45.5,351351,304.8,67,50,95,36.84,1.05,0,121,97,6,39.2,12,25.4,54.6435503,0.03190191,3728.780675
MF400,2,4,36,MOB-C1-010-DH-001,MOB-C1-061-SSD-015,MOB-C1-010-DH-001 X MOB-C1-061-SSD-015,187,97,709.55,3707.45,53678.78,4.378333363,64,67,3,18.241,10.03,2.95,47.23,14,73.5,117.5,41.5,358404.38,393.6,62,18,96,7.29,2.08,0,122,105.6,3,42,16,24.6,56.92449704,0.035238457,4162.120604
MF400,3,2,36,MOB-C1-010-DH-001,MOB-C1-061-SSD-015,MOB-C1-010-DH-001 X MOB-C1-061-SSD-015,180,102,683.44,3571.02,43866.38,4.173289462,64,67,3,18.842,8.343333333,2.6,43.18,15.8,71,104.5,53.5,396943.25,334.48,62,42,95,11.58,2.11,1.05,124.4,94.6,3,42.8,14.8,22.6, ,0.033421604,3906.406587
MF400,1,13,38,MOB-C1-059-DH-007,RHM-C1-061-DH-006,MOB-C1-059-DH-007 X RHM-C1-061-DH-006,170,105,580.94,3035.47,65079.82,3.622093383,70,72,2,19.19,7.71,2.98,35.44,10.4,68,111,52,392496,376.64, ,40,97,20.62,0,1.03,111,94.6,5,42.6,17.6,21.4, ,0.021152949,2524.464131
MF400,2,8,38,MOB-C1-059-DH-007,RHM-C1-061-DH-006,MOB-C1-059-DH-007 X RHM-C1-061-DH-006,192,101,507.62,2652.38,64767.85,3.06708674,68,71,3,16.13,8.043333333,2.5,32.8,11,76.5,105.5,55,443891.25,401.72,66,0,94,28.72,0,0,121.6,109.8,4,41.25,16.6,24.2, ,0.018967562,2193.642791
MF400,3,9,38,MOB-C1-059-DH-007,RHM-C1-061-DH-006,MOB-C1-059-DH-007 X RHM-C1-061-DH-006,185,107,455.04,2377.63,34857.26,2.954116217,68,71,3,16.839,8.846666667,2.06,31.08,11.4,66,105.5,48,334224,392.16,66,0,101,20.79,0,0,119,102.8,2,44.6,17.2,22.8,54.4,0.028484197,3539.581298
MF400,1,17,39,MOB-C1-007-SSD-025,MOB-C1-035-SSD-031,MOB-C1-007-SSD-025 X MOB-C1-035-SSD-031,161,80,604.74,3159.81,39778.56,3.61497983,63,66,3,19.354,8.633333333,2.7,37.9,7.4,86,106,48,437568,307.84,62,76,93,13.98,0,2.15,107.4,81.2,7,38.6,14.8,20.8,55.70035503,0.041060685,4698.245207
MF400,2,11,39,MOB-C1-007-SSD-025,MOB-C1-035-SSD-031,MOB-C1-007-SSD-025 X MOB-C1-035-SSD-031,167,85,633.31,3309.13,35720.53,3.826512296,61,66,5,18,8.766666667,1.66,34.82,7.2,78.5,108.5,44,374759,339.16,66,80,94,6.38,0,3.19,124,111.6,7,38.6,12.2,27.8,54.51313609,0.049164493,5685.988348
MF400,3,9,39,MOB-C1-007-SSD-025,MOB-C1-035-SSD-031,MOB-C1-007-SSD-025 X MOB-C1-035-SSD-031,166,85,542.34,2833.76,45975.9,3.485985656,63,67,4,17.675,7.79,1.3,33.12,7.8,74.5,108.5,40,323330,266.24,61,26,100,9,1,1,114.4,89.8,5,40.8,12.8,20.8, ,0.030748038,3783.066352
MF400,1,20,40,MOB-C1-007-SSD-006,MOB-C1-061-DH-003,MOB-C1-007-SSD-006 X MOB-C1-061-DH-003,205,95,498.36,2603.98,65370.64,3.203316165,69,72,3,17,7.336666667,1.3,32.28,9.2,79,110.5,48,419016,271.56,66,8,100,17,0,0,104,84.2,8,38.8,14.6,18.6, ,0.01734274,2133.753547
MF400,2,19,40,MOB-C1-007-SSD-006,MOB-C1-061-DH-003,MOB-C1-007-SSD-006 X MOB-C1-061-DH-003,175,85,603.23,3151.94,52414.68,3.761068942,68,73,5,16.335,9.92,1.08,29.86,8.4,76.5,107.5,50.5,415299.38,280.16,66,20,97,14.43,0,1.03,106.2,90.6,8,36.6,13.6,20.6,55.56390533,0.031208097,3724.479325
MF400,3,14,40,MOB-C1-007-SSD-006,MOB-C1-061-DH-003,MOB-C1-007-SSD-006 X MOB-C1-061-DH-003,196,105,610.32,3189,39826.27,3.922984589,70,72,2,18.398,8.823333333,1.34,30.68,7.6,77.5,115,47,418887.5,346.32,66,4,100,11,0,2,119,101.8,7,43.2,15.6,22.2,54.79100592,0.036677327,4512.572789
MF400,1,16,41,MOB-C1-010-DH-001,RHM-C1-036-DH-006,MOB-C1-010-DH-001 X RHM-C1-036-DH-006,195,95,567.56,2965.54,33099,3.648092634,65,68,3,18.17,8.19,2.74,42.34,11.2,73.5,100,40,294000,397.12,63,100,100,2,41,2,120.4,104.8,4,37.2,13.6,29.2,59.43137538,0.039414146,4849.295685
MF400,2,15,41,MOB-C1-010-DH-001,RHM-C1-036-DH-006,MOB-C1-010-DH-001 X RHM-C1-036-DH-006,184,96,651.97,3406.63,26897.99,3.939256993,64,67,3,19.038,9.23,2.35,37.93,10.5,72.5,108,41.5,324945,406.12,66,50,94,1.06,10.64,6.38,129.6,110,2,41.2,14.2,28.6,57.48118343,0.064158985,7420.136252
MF400,3,4,41,MOB-C1-010-DH-001,RHM-C1-036-DH-006,MOB-C1-010-DH-001 X RHM-C1-036-DH-006, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
MF400,1,16,42,MOB-C1-059-DH-010,RHM-C1-036-DH-045,MOB-C1-059-DH-010 X RHM-C1-036-DH-045,162,78,526.46,2750.81,28989.77,2.977862768,62,66,4,14.534,8.663333333,2.1,35,6,86,105,44,397320,320.04,66,66,88,13.64,2.27,2.27,131,102,4,42.2,12.6,25.4,58.61491124,0.050368756,5453.43877
MF400,2,17,42,MOB-C1-059-DH-010,RHM-C1-036-DH-045,MOB-C1-059-DH-010 X RHM-C1-036-DH-045, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
MF400,3,15,42,MOB-C1-059-DH-010,RHM-C1-036-DH-045,MOB-C1-059-DH-010 X RHM-C1-036-DH-045,176,94,693.57,3623.96,36565.17,3.878502657,60,63,3,17.654,8.256666667,2.08,41.48,5.2,80,106.5,43.5,370620,394.8,63,22,87,4.6,31.03,1.15,153.8,118.2,4,44.2,14,28.2,69.03763314,0.053730479,5751.306457
MF400,1,11,43,MOB-C1-059-DH-008,MOB-C1-035-SSD-028,MOB-C1-059-DH-008 X MOB-C1-035-SSD-028,182,80,527.74,2757.49,27188.96,3.32431919,65,68,3,17.428,9.743333333,1.2,35.72,7.6,69,109,47,353487,315.12,66,14,98,4.08,1.02,1.02,116.8,89.8,6,41.2,15.6,20.2,55.75860603,0.049750017,5998.544056
MF400,2,12,43,MOB-C1-059-DH-008,MOB-C1-035-SSD-028,MOB-C1-059-DH-008 X MOB-C1-035-SSD-028,177,94,583.14,3046.96,32131.55,3.635810127,64,67,3,16.932,7.376666667,1.67,36.7,9.67,66.5,105,47,328177.5,349.6,66,18,97,6.19,3.09,2.06,134,116,6,39.2,15.2,23,54.37633136,0.047439397,5661.577278
MF400,3,12,43,MOB-C1-059-DH-008,MOB-C1-035-SSD-028,MOB-C1-059-DH-008 X MOB-C1-035-SSD-028,198,97,630.36,3293.71,33372.99,3.808688242,63,65,2,18.764,5.92,0.88,31.54,9.8,65,108.5,48.5,342046.25,307.2,63,26,94,5.32,1.06,0,127.6,87.8,7,41.6,16,19.2,54.00650888,0.047616118,5506.915118
MF400,1,5,44,MOB-C1-007-SSD-006,MOB-C1-036-SSD-007,MOB-C1-007-SSD-006 X MOB-C1-036-SSD-007,190,90,580.7,3034.2,47353.56,3.620576228,68,70,2,19.682,7.573333333,1.44,34.36,7.6,79,106,49,410326,405.28,68,4,97,15.46,0,0,150.4,120.6,9,41.4,13.6,29.8, ,0.029658294,3539.520645
MF400,2,19,44,MOB-C1-007-SSD-006,MOB-C1-036-SSD-007,MOB-C1-007-SSD-006 X MOB-C1-036-SSD-007,196,95,647.59,3383.74,23646.43,3.912792804,66,67,1,20.025,8.52,1.48,36.24,8,80.5,111,45.5,406565.25,356.44,66,4,94,9.57,0,3.19,153.4,131,5,40.4,13.4,26.6,58.91763314,0.068348668,7904.682852
MF400,3,20,44,MOB-C1-007-SSD-006,MOB-C1-036-SSD-007,MOB-C1-007-SSD-006 X MOB-C1-036-SSD-007,180,94,583.11,3046.81,23729.42,3.223335927,65,67,2,18.46,7.12,1.46,35.6,7.6,77,102,46,361284,356.4, ,22,86,8.14,0,0,147.6,120.8,6,37.8,13.2,27,57.86639053,0.067032602,7092.691504
MF400,1,6,45,MOB-C1-007-SSD-008,MOB-C1-035-SSD-023,MOB-C1-007-SSD-008 X MOB-C1-035-SSD-023, , , , , , , , , , , , , , , , , , , , , ,79, , , , , , , , , , , , 
MF400,2,17,45,MOB-C1-007-SSD-008,MOB-C1-035-SSD-023,MOB-C1-007-SSD-008 X MOB-C1-035-SSD-023,188,95,587.87,3071.68,19832.29,3.551941299,64,66,2,18.193,7.883333333,1.84,33.64,9,67,103.5,44.5,308585.25,517.44,63,8,94,0,0,8.51,140.2,135.6,3,42.8,16.8,30.8,57.58852071,0.078461384,9074.242104
MF400,3,2,45,MOB-C1-007-SSD-008,MOB-C1-035-SSD-023,MOB-C1-007-SSD-008 X MOB-C1-035-SSD-023,170,95,522.55,2730.38,31492.39,3.157274441,62,66,4,20.635,5.883333333,1.53,34.05,9,67,94,49,308602,286.76,66,34,94,12.77,0,3.19,119,101.4,5,37.6,13.4,21.4,55.07786982,0.048103674,5563.302088
MF400,1,16,46,MOB-C1-059-DH-003,RHM-C1-036-DH-020,MOB-C1-059-DH-003 X RHM-C1-036-DH-020,167,80,452.25,2363.03,31334.14,2.645290639,66,69,3,16.387,8.49,2,37.5,8,78,105,46.5,380835,256.2,66,92,91,3.3,0,1.1,124.8,98,6,42,12.2,21,55.52573964,0.040214813,4502.50275
MF400,2,11,46,MOB-C1-059-DH-003,RHM-C1-036-DH-020,MOB-C1-059-DH-003 X RHM-C1-036-DH-020,175,94,553.81,2893.73,18184.69,3.346169137,65,67,2,15.278,7.67,2.12,37.48,7.6,71.5,109,45,350707.5,361.12,66,22,94,4.26,0,2.13,127.4,108.6,6,43.2,14.8,24.4,55.98153846,0.064490368,7458.461495
MF400,3,13,46,MOB-C1-059-DH-003,RHM-C1-036-DH-020,MOB-C1-059-DH-003 X RHM-C1-036-DH-020,193,100,624.58,3263.49,23990.89,3.974476159,63,66,3,18.556,9.786666667,1.82,40.02,6.4,76.5,112.5,45.5,391584.38,390,61,28,99,2.02,0,4.04,141.2,105.4,5,45.6,15,26,55.55928994,0.063561292,7742.022918
MF400,1,13,47,MOB-C1-059-DH-004,RHM-C1-061-DH-012,MOB-C1-059-DH-004 X RHM-C1-061-DH-012,190,105,656.4,3429.74,39942.82,3.712835153,65,70,5,19.026,8.51,2.04,41.46,7.6,80,111,51.5,457320,336,68,34,88,11.36,0,3.41,135.4,114,8,41.8,14,24,57.89713245,0.044694318,4839.065812
MF400,2,13,47,MOB-C1-059-DH-004,RHM-C1-061-DH-012,MOB-C1-059-DH-004 X RHM-C1-061-DH-012,185,105,567.37,2964.58,49928.97,3.501037651,67,71,4,15.715,9.543333333,1.78,39.45,7.5,82,109,48.5,433493,307.2,67,22,96,11.46,0,0,139.2,118.2,6,42,12.8,24, ,0.027769389,3279.926394
MF400,3,8,47,MOB-C1-059-DH-004,RHM-C1-061-DH-012,MOB-C1-059-DH-004 X RHM-C1-061-DH-012,171,92,690.29,3606.85,159059.57,4.303898707,65,70,5,17.312,7.953333333,1.62,40.34,8.6,79,99,54,422334,310.08, ,2,97,35.05,0,1.03,125.6,111.2,6,40.2,13.6,22.8, ,0.011344149,1353.848903
MF400,1,19,48,MOB-C1-007-SSD-017,MOB-C1-036-SSD-008,MOB-C1-007-SSD-017 X MOB-C1-036-SSD-008,189,83,518.12,2707.25,36128.41,3.163831782,67,71,4,18.114,9.653333333,2.62,42.46,9.6,70,102.5,50,358750,319,67,60,95,11.58,0,1.05,111.8,99,7,38.33333333,14.5,22, ,0.034341391,4013.913724
MF400,2,2,48,MOB-C1-007-SSD-017,MOB-C1-036-SSD-008,MOB-C1-007-SSD-017 X MOB-C1-036-SSD-008,201,98,520.75,2720.99,78532.33,3.21336397,68,72,4,16.54,8.25,2,38.42,9.2,79.5,88,58.5,409266,229.67,64,33,96,4.17,0,0,127.6666667,93.66666667,6,39,13,17.66666667, ,0.016531784,1952.618975
MF400,3,2,48,MOB-C1-007-SSD-017,MOB-C1-036-SSD-008,MOB-C1-007-SSD-017 X MOB-C1-036-SSD-008,200,105,543.67,2840.71,47417,3.284862446,67,72,5,19.31,7.15,2.12,40.18,10.4,73,101.5,55,407522.5,299.52,64,40,94,6.38,0,0,146.75,121,5,39.4,12.8,23.4, ,0.027747769,3209.094172
MF400,1,8,49,MOB-C1-059-DH-003,RHM-C1-035-DH-019,MOB-C1-059-DH-003 X RHM-C1-035-DH-019,185,80,542.95,2836.99,35139.81,3.175853966,63,66,3,18.961,7.953333333,2.48,41.44,6.8,73.5,110,48.5,392122.5,425.6,67,18,91,24.18,0,2.2,130.8,112.8,6,44.6,16,26.6,49.95905325,0.040235341,4504.801142
MF400,2,2,49,MOB-C1-059-DH-003,RHM-C1-035-DH-019,MOB-C1-059-DH-003 X RHM-C1-035-DH-019,189,88,589,3077.57,63996.65,3.596607706,62,66,4,15.887,6.9,2.54,38.26,7.8,72.5,102.5,51,378993.75,273.24,66,10,95,6.32,0,2.11,119.2,88.8,6,41.2,13.8,19.8,41.28284024,0.023645868,2763.792342
MF400,3,7,49,MOB-C1-059-DH-003,RHM-C1-035-DH-019,MOB-C1-059-DH-003 X RHM-C1-035-DH-019,187,94,654.36,3419.11,53799.16,4.037818721,61,65,4,18.33,8.106666667,2.32,39.78,6.6,74,109,52,419432,284.8,66,0,96,14.58,6.25,0,136.4,106.4,4,42.4,16,17.8,46.75313609,0.027020959,3191.527104
MF400,1,9,50,MOB-C1-059-DH-010,MOB-C1-035-SSD-023,MOB-C1-059-DH-010 X MOB-C1-035-SSD-023,147,69,522.93,2732.38,22782.02,3.39487922,62,65,3,16.123,7.873333333,1.86,35.66,4,80,103,48,395520,293.04,64,26,101,1.98,4.95,0,134,98.6,5,41.8,13.2,22.2,52.41692308,0.04900722,6089.869487
MF400,2,2,50,MOB-C1-059-DH-010,MOB-C1-035-SSD-023,MOB-C1-059-DH-010 X MOB-C1-035-SSD-023,155,70,575.71,3008.14,27665.38,3.552479941,60,60,0,16.793,7.27,2,39.78,4.4,72.5,100,52.5,380625,284.16,62,4,96,7.29,0,4.17,144.4,96.8,4,39.8,14.8,19.2,55.36721893,0.052394056,6188.420202
MF400,3,3,50,MOB-C1-059-DH-010,MOB-C1-035-SSD-023,MOB-C1-059-DH-010 X MOB-C1-035-SSD-023,159,94,575.36,3006.33,30047.63,3.217496348,60,60,0,18.268,7.016666667,1.48,36.14,4.2,79.5,93.5,47.5,353079.38,259.88,63,30,87,0,17.24,1.15,130.8,96,3,39.6,14.6,17.8, ,0.054763092,5861.837275
MF400,1,19,51,RHM-C1-007-DH-005,MOB-C1-035-SSD-028,RHM-C1-007-DH-005 X MOB-C1-035-SSD-028,203,100,468.64,2448.67,21845.45,2.861649891,67,69,2,19.45,9.263333333,2,36.96,8.8,72,115,48.5,401580,283.36, ,30,95,26.32,2.11,0,101.6,86.2,7,43.6,15.4,18.4,58.08415516,0.049764608,5816.620585
MF400,2,14,51,RHM-C1-007-DH-005,MOB-C1-035-SSD-028,RHM-C1-007-DH-005 X MOB-C1-035-SSD-028,196,112,471.7,2464.66,21480.35,2.880335259,66,69,3,22.023,8.676666667,2.04,36.54,10,69,113.5,48.5,379827.75,312.84,66,20,95,11.58,0,6.32,105.6,92.4,8,43.2,15.8,19.8,52.91928994,0.05422743,6338.247145
MF400,3,13,51,RHM-C1-007-DH-005,MOB-C1-035-SSD-028,RHM-C1-007-DH-005 X MOB-C1-035-SSD-028,200,110,544.52,2845.17,23104.06,3.325018525,65,69,4,19.681,9.206666667,1.88,37.36,9.4,69.5,113,45.5,357334.25,300.2,65,18,95,5.26,2.11,4.21,112.6,92.2,8,43,15.8,19,54.7112426,0.061139426,7146.139814
MF400,1,16,52,MOB-C1-007-SSD-021,MOB-C1-061-SSD-012,MOB-C1-007-SSD-021 X MOB-C1-061-SSD-012,195,105,583.85,3050.66,72621.09,3.565160109,68,72,4,18.522,9.186666667,1.84,36.58,11.6,75,116.5,43.5,380081.25,319.69,64,58,95,41.05,0,9.47,113,96.2,6,41.2,13.75,23.25, ,0.018650111,2179.874855
MF400,2,1,52,MOB-C1-007-SSD-021,MOB-C1-061-SSD-012,MOB-C1-007-SSD-021 X MOB-C1-061-SSD-012,200,110,650.57,3399.28,50296.9,3.930757839,67,70,3,19.156,9.66,2.56,38.48,16.6,71.5,105,48,360360,404,63,48,94,10.64,0,0,148.4,115.8,6,45,16,25.25,49.33183432,0.033258981,3846.478766
MF400,3,20,52,MOB-C1-007-SSD-021,MOB-C1-061-SSD-012,MOB-C1-007-SSD-021 X MOB-C1-061-SSD-012,182,94,643.1,3360.26,102094.37,3.926980485,67,71,4,20.385,7.78,2.13,36.6,15,82,89,49.5,361251,197.12,67,18,95,30.53,0,0,114.2,104,3,43,12.8,15.4, ,0.013826804,1616.113851
MF400,1,4,53,MOB-C1-059-DH-002,RHM-C1-035-DH-010,MOB-C1-059-DH-002 X RHM-C1-035-DH-010,165,85,580.97,3035.63,28586.84,3.696966624,60,63,3,17.851,9.43,2.08,37.22,8,71.5,106,50.5,382739.5,378.4,62,44,99,0,29.29,0,123.8,87.2,6,44,17.2,22,57.03550296,0.04864502,5925.160581
MF400,2,19,53,MOB-C1-059-DH-002,RHM-C1-035-DH-010,MOB-C1-059-DH-002 X RHM-C1-035-DH-010, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
